id,pickups
24588,0
13546,1
17496,56
18609,0
3075,0
23936,326
1339,24
7681,0
6276,0
23268,0
15882,0
2049,530
4460,139
20517,59
22827,2
5410,17
20548,409
17227,368
17257,2
732,1
10895,2632
8098,4886
7694,325
22515,0
26648,39
12956,1
11945,2
11351,0
18059,38
9819,1
7426,45
18029,0
15071,694
22127,0
17142,0
22567,2
10209,0
25558,79
1986,141
18558,1
24503,1
7674,0
1628,111
16479,306
27306,121
8837,2089
21753,5426
13251,26
22082,1129
18994,367
11897,303
21841,981
4535,0
12893,52
2502,817
21472,5
16678,2355
17146,1
20862,1
29086,483
1195,29
25371,0
3447,1
5348,669
18943,3143
15839,438
6653,2
3442,570
13572,64
11879,3
4128,0
15620,600
1946,1
3517,1
1719,1551
1578,1023
2807,835
7227,3059
20064,2981
24781,475
13716,3
24239,178
24941,3
12824,35
14008,2367
21868,177
10200,17
17009,506
18720,0
8355,345
11387,1833
25844,16
2631,0
15486,296
15594,0
3700,0
9351,414
23420,2
11110,0
3595,4340
26600,4
12773,674
10651,2179
10179,0
28864,1
14304,1
4931,553
1112,0
3077,207
10718,1
15149,61
9937,349
9153,2091
16944,2
22106,0
17094,0
9905,1
17785,403
26952,0
1314,0
10506,1
16434,30
5127,384
9292,35
11799,1
20515,1
13218,2
3624,4
4781,0
21207,488
22421,0
12139,18
11322,0
25131,0
12500,2519
1856,41
26703,102
13238,0
15021,379
14436,41
25153,3845
6397,4
5677,772
24507,5546
2056,0
14282,2323
19291,3
18645,2
7503,316
23256,153
16939,67
2149,3
4171,25
24106,45
4774,92
23155,2
21232,1
7316,97
1503,32
7166,15
2168,1
1669,2
23143,585
5709,8
18448,2920
2332,2
5068,192
7610,2722
2828,0
8370,0
5336,0
4297,243
28229,561
2185,3807
882,27
10889,311
15015,397
1938,117
15454,1
18356,371
17011,3355
24787,507
3105,43
13277,231
23326,0
8195,60
22020,0
14390,445
3636,319
510,149
8501,348
15161,253
5426,2794
314,1685
22842,155
5406,0
439,3979
6728,367
9874,24
9930,317
21401,897
2747,0
19212,601
2293,1
12684,611
9987,498
4641,3246
8945,2
28819,384
9482,1
21296,285
19955,2
19620,2
2964,43
25162,4
16640,4
28155,487
23088,27
20941,0
1479,0
9204,5
8363,1
22141,2738
17298,1
2873,0
2036,489
28417,940
1351,2
20851,434
3115,257
19073,2
6000,3
19815,16
18952,3
22528,808
12588,1064
16593,0
13665,3298
23597,105
26453,1045
2634,0
15081,422
10972,53
9764,318
23504,80
8422,1478
22090,307
5105,1
22598,0
18509,478
24170,4944
19555,1944
20889,1
11868,0
19511,2
17461,42
23972,3
10463,347
21975,2
11086,1
20550,2
7122,0
15967,116
19047,2
8165,1
19444,2
25181,5174
22373,857
2305,1
18573,2
20653,1
18387,316
49,0
12483,92
6799,5239
2501,45
17816,341
5289,410
21219,74
20762,2
4312,2659
9963,1850
23573,0
21579,1417
20888,411
23893,717
27975,1340
23801,5
7717,267
13317,1750
7162,1756
15316,28
21385,1
25552,558
1868,2
5789,1
24689,3041
25113,551
24406,1
6906,1
788,750
28396,574
8259,0
8484,1
17629,335
5108,0
3821,350
15285,1
15345,0
26897,2460
20364,4
16630,2704
18559,5
8353,0
21085,55
3226,47
19895,435
27674,162
11432,62
255,1
26927,5
15702,3
1260,29
13852,0
10947,0
9382,115
10008,592
27451,141
14338,0
16061,85
15680,1922
25522,562
3108,2156
14234,0
19889,406
19361,49
11105,302
10983,343
14433,1844
13054,2
26050,107
26282,94
6371,17
18171,0
824,186
830,333
7020,181
12659,0
19319,3
8146,24
23168,5
9156,4
20727,599
24678,4
28179,113
17145,3
15488,768
17626,0
3444,4619
16178,0
10562,27
20721,4
361,310
3338,59
5600,0
8939,26
8677,2241
18452,63
9487,352
22621,412
4987,625
12579,3
14277,0
3786,53
28622,139
26804,4
18881,2532
26724,574
3714,2640
15417,574
25759,310
18328,5091
10752,275
25437,2
12909,1653
14159,372
595,36
13603,0
11435,3922
25916,2774
1822,25
23061,89
24971,771
12962,2
20561,3959
4479,0
13164,234
3951,0
20199,0
18209,0
6865,2806
5831,1
17681,3690
8350,1
23846,1050
14136,0
6062,205
15360,249
750,286
19606,1
5238,4
23209,4
1298,1
91,1
27402,103
6734,334
23763,0
19458,167
7582,0
10344,897
16976,0
18759,363
18738,1
9544,0
11856,395
12443,1
1747,137
27877,2489
24652,4
27725,60
27433,3909
6768,58
26335,426
3873,34
6090,226
6115,0
15279,48
16648,398
28250,700
7611,352
16498,2
17021,64
12744,5
2881,339
16602,0
5396,35
25637,427
10622,0
28803,478
24082,562
22568,5
6939,5665
998,2302
24715,452
18523,0
6638,343
11461,0
4850,0
27160,23
16246,0
9,0
9451,277
10124,0
27757,448
10492,2
16373,2
2645,6
25736,656
12750,2
5025,2
12452,0
20916,357
29029,2263
22342,363
23696,5375
27243,90
14166,386
27389,962
7936,37
27488,3369
18545,4
25995,3
14958,0
8720,1
5365,1
19254,2993
2908,193
6477,0
26197,44
24278,3704
11040,42
16900,0
2242,422
17360,1
9999,2
18430,1
2885,166
3529,206
9399,3934
15981,0
19456,7
20348,326
21532,3876
577,0
14479,398
2780,728
18538,62
10686,0
18052,24
15478,1
9024,0
7096,482
21696,0
10004,390
3612,787
21876,965
8801,550
27219,374
12197,238
29062,671
18443,2
18111,2369
22233,2
12262,435
339,20
3253,1
22694,854
463,1
10357,63
27164,79
16501,332
12705,0
4504,1
5680,449
22546,2
26546,1
23282,0
21191,5
21592,120
4952,25
2386,0
5451,324
27043,2
11823,289
11837,215
17422,1027
3308,1
25490,428
14477,0
351,15
15533,0
7997,669
24197,0
2246,258
2017,510
2643,289
19864,0
13038,0
23292,2
19830,0
29071,4585
7117,439
6137,2603
15388,1
2465,0
3502,33
1708,0
23092,124
21892,2830
12792,21
2154,204
14417,42
291,480
10251,415
26163,1407
14989,0
15249,295
10079,571
16260,566
17945,1
1706,2296
9898,0
25707,40
24039,0
18625,3
2952,31
26818,1
27267,4671
18756,238
1677,33
22442,280
1878,0
8975,0
23195,7
24086,31
8383,458
9374,1
15083,1
7834,488
9362,1119
27364,1031
14474,0
9011,3204
13261,0
24160,92
13859,0
22132,90
24166,1
4683,2
9592,726
16590,0
6823,20
122,1520
28760,747
64,1
9278,25
22752,0
28049,342
17828,5922
21659,3
15736,387
18689,307
8798,2
8568,54
4508,1635
14256,261
25968,67
9085,154
24626,453
7186,0
6201,77
15900,1
3247,23
22152,56
26732,0
17453,1
6680,1
7961,11
5186,1
24641,0
15496,2
13039,3229
1980,154
4256,0
25849,1
16513,1
17375,54
20483,293
7187,633
6210,72
22965,627
17652,2
5896,0
14486,360
12415,527
28755,2585
28018,720
335,763
24227,222
17250,2
16949,2601
21922,20
17719,350
12517,1
4026,26
14468,1
17670,363
3937,399
10434,0
12643,0
20313,125
25257,2078
14258,1
18787,3943
5190,3466
16342,290
27177,155
11905,2
14032,1
6570,383
12175,0
23390,958
19765,3410
19861,4
5371,305
22259,539
25585,61
28878,46
1976,21
10333,5043
28110,4629
2087,0
28426,4454
28309,1
7776,453
9333,72
17642,376
12938,110
19799,308
24903,0
24650,464
12652,403
21138,49
27380,2
7995,4
3950,390
1020,2
16427,397
10619,1
3825,0
7360,0
24497,72
25536,0
10111,1
22932,0
17157,2574
2691,4
932,2427
10625,1
27688,4
13063,521
4601,0
2495,708
28377,2507
2782,3651
10410,0
5563,1
16321,28
16339,235
6989,1
381,0
21862,942
25267,4
2795,0
20481,0
739,36
28301,343
9792,0
12299,0
6881,0
3065,1
9703,413
27363,0
10825,1
2589,969
25554,1794
23055,1016
17307,799
6754,59
24804,427
628,16
27055,367
18065,2
19334,1
13890,1
9216,4980
8446,0
18450,0
14419,0
22352,502
18219,0
18551,1
10990,332
16592,46
21576,2
21275,0
2043,0
6233,2
29072,417
27526,34
21287,230
25395,4
15179,376
12959,0
16914,0
22370,5
12065,0
28195,0
10385,15
12654,1129
20467,176
13314,30
17983,714
21119,112
26102,3260
18039,182
27814,191
24262,102
16160,266
26954,540
487,1192
17438,4
13587,26
1773,1
4290,8
28612,696
23312,3
26607,78
5998,4094
2262,2606
7150,203
2966,0
9105,0
14039,41
39,148
15792,22
28010,47
3314,3
21713,3
8941,0
15722,361
15705,431
4458,0
2375,291
15897,4512
10507,4
8274,3159
17569,100
13738,31
20580,1341
22820,1
13812,0
2937,3
25051,2
6176,38
4051,218
5909,788
17522,50
13977,3
701,0
3143,1
15927,1
2165,0
25442,351
9736,217
3573,41
11442,416
23729,233
27459,1399
14685,1
7243,2
3495,443
2222,129
27494,0
2248,781
14077,42
8979,1
22351,82
23872,101
28650,45
28985,2
3542,2034
14666,33
22232,498
28115,915
396,27
1014,1
27096,522
17119,1
21097,0
781,0
4734,5188
21560,5257
12340,269
16292,288
16978,313
9180,0
6557,0
17818,86
9483,66
391,0
5378,220
18280,412
13127,568
9191,3
5415,0
11337,155
17337,2732
27064,1
14552,3
1756,61
20429,1051
4788,28
2217,0
26640,2
8826,3
737,246
13613,0
27859,6
3079,1
10517,4398
7269,481
16505,2
19893,4
22425,25
3676,535
10005,0
7894,67
26892,1
8636,3640
26395,1
27260,4303
12266,641
23852,117
12311,0
14225,29
15907,1
27023,68
10940,0
1593,0
18928,0
19032,0
14319,49
18697,1
6390,2
7547,47
14200,1
8277,33
18989,0
10026,36
25018,1
25119,2883
18132,3282
22727,123
12902,0
10566,154
8688,370
4211,0
4487,2240
21693,3
4894,386
10560,1
2186,274
26784,2
24687,867
15801,668
9921,0
15703,2
473,0
1118,135
18264,762
8149,773
843,22
15290,396
650,39
12127,176
8361,2312
3604,3
15017,0
2524,0
7952,1038
15827,2892
8280,2072
19132,0
16162,2
19682,496
8010,40
10332,0
11863,340
20005,2
24235,31
1454,0
12964,91
