id,pickups
10071,1
1931,87
23719,2
16429,0
28743,3
15651,0
20735,6
4169,0
14114,1754
26458,3
9588,2
14950,476
28689,1
22849,73
21684,2768
11443,3
28774,1477
24407,51
9875,297
10603,2704
26140,2
17322,0
28835,344
26145,510
11114,67
1873,301
8831,177
20139,89
18305,616
1450,70
14676,143
21102,980
3397,0
19153,566
10707,150
14336,2901
9691,0
11845,1
20330,105
27844,0
21477,342
15814,457
16003,38
15508,2942
10772,0
3364,0
6429,0
27565,1
8805,2
23622,2
11173,789
28340,1
16994,6
3136,411
10491,346
18531,936
24302,39
2855,0
26861,2
15040,0
12402,2
22094,0
11038,0
28124,4584
10000,77
21729,121
16394,0
10653,1
12497,32
1817,0
676,236
8628,0
4184,358
1546,5085
25649,0
17558,516
4406,701
9129,4
5110,354
4066,1
19007,459
23897,0
14380,87
11132,1
14323,410
18089,1
10900,0
22590,187
27336,0
15826,0
20982,1259
14049,891
13455,0
15523,2
10228,0
13557,1751
12734,1683
21715,98
21263,0
12190,232
20783,0
11598,0
27660,62
24639,84
3037,488
23943,359
10347,352
456,1
18197,21
1055,1
6809,29
9690,560
5852,2
28538,67
21992,467
28393,1
25631,5
3907,419
5830,5
19550,2
21066,0
9155,4
13416,448
16170,314
1951,1408
7792,99
10585,1917
13018,320
20367,0
23675,5607
25372,208
13395,0
22254,0
4332,0
20761,556
25912,1
20843,52
6157,0
3872,2
21307,257
25206,15
25201,0
6702,627
15848,1966
5803,2
19190,33
24664,0
12914,405
804,8
790,0
7008,81
572,2472
9914,440
7862,1895
9372,371
3209,241
6430,47
1542,1
20403,4694
21882,98
24666,650
919,423
41,53
22636,1
26701,4
11745,1
5562,0
2567,18
6506,137
11281,4966
15024,3
14411,500
28467,0
14128,1977
8823,2040
23844,2
20873,0
20776,2
22823,0
28833,0
17761,415
2813,56
2509,446
443,57
2786,51
8007,299
28849,367
9607,380
24654,1181
20480,132
22129,311
11171,0
17486,408
6637,4155
20927,0
6831,153
15380,233
22162,2315
21044,2
26875,0
21962,1
4313,157
7585,1
22996,332
15926,466
12562,3872
20019,1
7441,757
3751,54
6594,3
18271,0
5828,5234
17305,1
18230,425
26687,0
10391,1
8233,5397
8068,1
18660,2
9682,2
7013,1026
7744,338
11483,1263
9346,1
25847,1110
24994,3914
2456,2369
9290,1
11583,389
11034,288
1759,56
12144,0
9476,34
5131,1
11037,169
14930,441
16735,3
13921,247
13225,3
8871,5760
7540,41
18333,0
3234,369
846,1699
5881,93
22214,70
11103,0
7566,2
12004,4
18326,752
22399,39
233,1458
21838,1
17447,53
5022,4262
19663,81
12553,613
302,1
765,46
5972,297
24014,3
12885,1
6621,1
14301,0
13439,75
20246,634
14702,746
5703,171
6995,46
25753,1
12871,2
4703,4
28848,2687
17803,2
3626,771
18471,2
24840,1
15947,118
18164,0
1348,0
13727,379
17574,19
6632,375
4229,630
11705,0
12567,741
17729,21
19937,783
1923,0
7369,255
18220,488
13844,29
22723,3496
4151,1
13528,808
5913,329
7519,35
665,28
2417,187
23637,1
14529,287
9557,210
6481,1
6065,188
24101,0
3089,1831
15119,744
15151,11
16042,455
16711,0
10658,3699
20221,86
22354,3151
24886,1
10892,33
27368,575
23776,627
4140,14
22430,0
11924,1
3865,3
18704,0
11003,153
6068,583
21865,518
26221,68
13979,492
19188,0
14130,3
28420,417
20913,1099
11531,2436
2218,4374
12279,0
24432,240
6982,1
19715,1
19383,529
9305,2
20512,0
8075,2
21691,520
9973,57
14178,458
18580,2
22264,121
19201,323
28202,0
5671,675
7160,350
17209,58
18022,1
9390,585
15383,62
10269,523
2316,0
2210,0
21181,2030
22769,581
24756,3293
2436,2313
21213,1307
5444,35
23291,334
19907,2
26890,2227
12021,0
15607,0
12284,151
19482,566
4861,3
6503,190
3159,3749
5796,5
11165,6
22015,440
6994,732
20938,3
26036,31
26185,0
24842,73
12786,18
18501,50
22504,331
26066,0
6491,0
22988,2734
24616,1781
23434,2
23051,559
6833,700
14746,702
4210,432
27538,2
7293,337
23574,344
16566,706
9185,65
7413,680
28103,5138
25252,2
9542,115
11323,22
12625,0
596,766
13498,3
482,235
15310,127
12817,28
16233,0
12575,0
22578,422
16908,868
9281,913
10471,3
22724,542
10113,700
8200,4
1245,313
28458,55
6179,1372
769,380
3646,51
2526,326
13721,1900
267,511
2123,0
6104,1
14929,3587
26842,0
11725,1604
9077,1
646,51
10147,602
3153,3200
2412,1
14729,2464
3240,37
18232,1434
4639,570
9613,2532
24701,81
18318,53
12905,3
23519,0
20850,60
1063,470
6033,590
3016,11
6919,304
58,3
4662,232
2802,3322
26243,0
10688,51
16091,0
24686,145
24771,450
21016,0
18674,26
26310,69
8608,0
22859,3878
3320,374
21502,422
20590,561
23032,2
12990,1
13009,1
21434,138
13247,34
18009,1
11106,6
11622,1
22043,447
1331,1
19990,712
10723,1197
2898,546
8956,2658
5173,2
23301,916
27122,0
18902,2319
4236,1100
24726,289
27143,0
18972,0
20257,1151
8712,439
1192,259
25917,415
15892,2
23457,722
10973,850
18136,81
20212,465
28166,295
494,32
22730,2718
4507,0
24233,70
850,468
14100,0
9352,2
23482,1
28537,2
13381,692
12490,56
17261,495
18267,240
15110,5
16610,674
20579,65
10,1369
14816,4
19681,61
29023,2562
5234,0
12761,0
13370,393
1752,981
1515,0
15968,1
7401,3368
9805,0
21513,3
20407,77
9014,1
3484,1
14014,0
23035,0
15309,1704
7412,67
4990,285
13690,96
22980,0
26164,0
12833,0
7141,732
1126,322
27678,0
4898,656
13825,0
12587,48
4915,8
24864,422
23411,63
17277,2
25892,49
24009,98
13650,1
16175,3
1746,1601
15534,1767
21921,0
18351,1
20465,0
14280,397
2822,0
10118,1
6066,1
4603,58
8554,2
3779,66
26372,0
25311,0
16675,71
338,2
15221,0
22865,0
5337,4247
16623,2124
26628,978
15913,4
5800,0
17561,1
12273,0
1137,184
14263,237
14565,0
24820,2
4925,460
14994,32
16931,3
15413,392
25588,1992
7411,2
10954,3908
17886,876
14149,24
14432,0
5604,33
19498,3
2523,752
8104,1871
28891,2
28210,1687
2670,403
4688,350
11416,2
24549,94
17980,2
7937,1070
11015,0
7321,651
22540,3
450,44
17663,3294
10683,0
26072,488
8198,2765
15759,3
27974,0
27018,0
25564,6
15170,0
15569,424
3201,561
9858,4362
2533,389
1533,348
6114,469
24024,1012
24050,1
6227,59
566,282
13209,478
20291,511
3472,38
3847,417
11306,0
25789,87
18606,1
17460,3
18122,50
28664,444
22210,3297
3592,53
13757,33
11558,1694
300,3972
24801,344
25108,1
15296,2345
23343,852
22737,687
24591,1
25955,966
5132,4
1757,0
6476,805
7953,112
3383,48
9556,25
12394,436
417,312
10839,0
21078,121
14654,0
28072,95
20664,2558
11382,1
11543,0
3769,273
25234,452
19129,0
25787,4
20535,355
1647,189
12069,2
15160,0
9490,322
7240,3294
8340,1862
1283,732
6071,251
2872,89
11207,0
15673,2086
19492,1
25055,0
23869,780
19211,41
4900,4001
26980,0
7641,0
1011,2315
28014,303
16439,208
27631,1099
26107,707
11985,152
21929,70
5300,582
27959,864
27733,656
26356,124
14955,0
15197,4
13855,0
3224,2
3791,0
6786,368
2088,515
17978,2669
7384,43
414,2
4144,113
2032,378
18335,585
10697,1538
3457,5452
18647,65
9028,1
791,2
20537,2
19381,3
21349,367
17766,0
5833,567
18135,1
18542,0
8928,118
7350,3
28355,58
21302,1751
28094,799
4349,3
10470,276
3041,232
7746,1
8324,438
17445,1
26025,0
8674,43
21661,503
25483,514
1550,64
1013,1
8486,46
2859,35
28422,4
23539,0
15466,0
22182,3086
28916,543
4330,43
8454,407
21285,3
24334,1
23269,1465
20156,578
26497,2040
23911,1
13634,30
7752,1
26052,0
10987,612
9579,427
5229,1124
17191,4553
16102,1
15369,2
17617,0
11361,1
23985,424
10842,0
14441,2
18066,15
5566,0
17402,0
5664,590
23243,70
18445,48
26935,3
12758,2
19108,3974
21251,453
26125,1
3176,0
28520,0
12811,539
13411,0
4881,0
1640,225
28757,1
7869,2092
9416,1
6794,1
9349,0
7761,46
16653,1
13289,0
26743,2
20210,0
22078,1
10432,31
23476,68
27625,0
14469,48
548,3
26616,5776
10127,318
9308,0
16625,3
20220,2
13361,0
22021,3410
9913,22
19362,647
9249,0
19277,5
28536,338
15280,779
27204,3052
16060,1
753,647
9748,0
1784,328
14022,4223
19483,221
17093,536
19975,63
15615,287
3316,32
21493,1
13143,1648
13942,420
12030,2
13958,37
3433,2
22416,895
12894,439
18133,333
19598,413
8758,57
18891,3
8927,8
21072,783
21200,1117
19764,0
17599,1
18086,1
17126,2
25765,1696
3327,271
5845,2
24810,4429
21017,1992
4070,2601
11406,0
2034,1
7623,971
27612,3798
15377,342
6130,2838
200,1586
15739,62
19207,2904
9493,318
553,317
19313,1
16858,0
24696,2290
25327,546
13796,43
14726,55
25039,35
17481,1
29036,2067
12904,351
2151,300
26000,552
15331,333
19562,2061
25567,0
22856,33
1516,41
16843,581
6465,3486
14589,2018
9689,37
2196,684
6116,2418
12193,31
1058,0
14495,539
21953,294
3349,26
19827,1
21563,2
8135,272
26181,0
9924,1
7625,0
5645,0
2656,315
1469,0
23889,236
23851,2
2454,423
7486,20
14086,0
20729,3
28624,0
28218,270
17735,1
2978,641
26403,72
26051,680
21767,489
7346,0
11138,439
20755,389
18483,3310
4413,361
17956,43
25262,363
26773,0
21220,713
22878,732
18004,543
6262,333
22895,430
24811,513
13250,763
8576,0
19040,3
26009,91
26150,0
22738,231
27213,1
6652,220
11718,2640
27572,3
6735,0
28415,2
442,2
19577,392
13306,1
6120,50
17408,0
19438,111
25448,454
7292,24
28147,874
3072,1
11228,0
21442,468
13484,286
7972,103
27323,624
16909,146
22674,0
16911,2
217,459
13130,296
17903,34
9591,0
3078,1
16276,71
26845,3
10798,1
7287,644
4119,394
10577,0
23215,571
5737,0
26144,5531
22574,5
12586,1
3886,34
1891,0
1425,38
4539,50
18078,1
15809,205
19949,2
25575,2532
11169,310
1720,392
18878,30
7490,81
26590,497
9954,413
13621,433
11093,1
6108,0
10574,2
14117,2
5427,206
21951,0
2420,51
22109,1
8407,44
14841,245
9920,512
16903,1
27762,0
2163,53
16890,1
16922,333
44,1605
6779,324
634,100
2547,0
13920,22
8940,239
11685,985
21288,0
21095,2339
929,46
6012,3733
25419,551
13441,0
21699,2
8028,291
20901,5607
11031,0
26284,0
19822,81
11960,35
8367,0
8415,0
15032,37
19364,2450
21768,60
11234,372
7722,0
24117,3
10247,33
21885,3868
15387,265
23609,2
9560,134
25143,77
5885,0
10814,712
25551,64
9303,290
20006,54
5785,328
14862,479
23280,107
5366,2
11268,3554
27407,7
26500,75
22916,11
22757,38
21782,141
5613,1846
6016,35
10194,498
26656,0
26978,77
11525,366
5135,0
18344,4
7430,423
888,3
21168,331
21330,300
24581,0
24708,0
12091,65
686,486
3641,0
9395,2
5711,0
395,1
24115,2227
26460,1034
21574,3496
3,721
13132,1
24849,132
27180,35
13510,387
15753,58
27075,483
25164,41
25906,77
1992,2570
5213,3
15846,529
13953,391
24090,300
21310,161
9132,468
9452,0
20459,1994
9491,0
13638,361
16134,184
5090,87
5938,0
19745,3129
17882,0
25183,1
25948,480
13045,4363
10201,122
14447,274
13397,157
14794,3905
24387,22
26223,1
24551,19
3729,1
8212,3106
14215,0
13506,24
7728,472
6515,18
8063,734
10437,0
26996,1
5453,1869
18148,1
22807,20
6435,2
24519,515
12975,325
23389,0
16961,675
13388,1095
14616,2
22024,1
15255,3049
831,0
7116,3699
19903,0
10563,334
4143,521
28867,0
20905,60
13570,0
6774,2
11332,817
27673,608
1114,234
16020,1
21459,56
17811,3
19366,2
13159,2
17436,1499
16617,1718
12166,51
17124,249
8242,2
24545,13
13449,2974
15157,1
28834,1898
3703,2
27915,1
2814,1253
20102,81
11655,0
4314,0
6678,584
21986,0
28690,2
5324,363
184,2
18494,64
3996,1
16912,14
12951,243
28283,4
19522,1797
18797,5
642,0
4947,293
22729,0
3605,39
16167,275
2181,1
8145,1
21514,1
9637,787
12094,3699
11834,252
13293,1
4010,1
21522,107
4562,3483
16790,2629
12767,277
6428,264
24508,321
22541,93
26167,1
10521,29
6055,19
26627,92
28924,1
21109,1110
2701,0
13393,47
6606,260
25802,1
21431,65
13740,0
23470,539
19143,2
26363,1
5157,2084
11734,48
12429,0
8701,45
9995,0
20365,42
22456,364
6217,0
28809,738
25926,47
14860,0
26338,19
10729,0
22975,317
17595,558
1990,305
25187,0
26401,3
25439,889
11020,176
17638,255
353,0
24491,766
14169,457
1008,27
5844,1
18210,1
24396,559
26324,84
20475,0
5083,828
2649,4274
22870,107
5086,13
10468,0
5535,1
23752,0
11278,67
11662,0
20756,2
15117,2
22383,368
6522,10
29010,2938
9595,1
5113,563
28801,877
28076,439
25293,5
18049,68
7613,38
274,271
26482,0
