id,pickup_dt,borough,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
18322,2015-04-25 20:00:00,Queens,5.5,10.0,60.0,22.0,1006.3,0.0,0.062,0.0,0.0,N
11967,2015-03-17 02:00:00,Brooklyn,5.0,10.0,50.0,30.0,1010.5,0.0,0.115,0.0,0.0,N
27379,2015-06-20 10:00:00,Staten Island,12.5,10.0,68.0,50.5,1017.7,0.0,0.0,0.0,0.0,N
17531,2015-04-20 22:00:00,EWR,4.0,1.8,54.0,53.5,1005.0,0.0,0.0,0.01,0.0,N
8564,2015-02-23 21:00:00,EWR,11.0,10.0,21.0,-9.0,1024.8,0.0,0.165833333333333,0.0,12.333333333333302,N
17010,2015-04-17 17:00:00,EWR,8.0,8.0,62.5,54.0,1015.8,0.0,0.0,0.0,0.0,N
21248,2015-05-13 23:00:00,Brooklyn,6.0,10.0,61.0,39.0,1021.2,0.0,0.0,0.0,0.0,N
21242,2015-05-13 22:00:00,EWR,10.0,10.0,64.0,38.0,1020.3,0.0,0.0,0.0,0.0,N
24455,2015-06-02 14:00:00,Bronx,8.0,4.0,52.0,49.0,1020.7,0.0,0.0,0.0,0.0,N
24320,2015-06-01 17:00:00,Staten Island,14.0,3.0,56.0,53.0,1019.9,0.02,0.0,0.0,0.0,N
4363,2015-01-28 15:00:00,,10.0,10.0,21.0,1.0,1017.2,0.0,0.0,0.6275,8.0,N
19147,2015-05-01 00:00:00,Manhattan,3.0,10.0,56.0,37.0,1010.7,0.0,0.0,0.0,0.0,N
13552,2015-03-27 00:00:00,Queens,3.0,10.0,61.0,57.0,1002.1,0.0,0.02,0.0,0.0,N
1068,2015-01-07 18:00:00,,8.0,10.0,22.0,6.0,1013.4,0.0,0.0,0.0,0.5416666666666671,N
9809,2015-03-03 15:00:00,Manhattan,7.0,10.0,30.0,10.0,1029.8,0.0,0.0,0.0,14.583333333333302,N
27694,2015-06-22 08:00:00,Queens,7.0,10.0,72.0,64.0,1011.2,0.0,0.0,0.0,0.0,N
5914,2015-02-07 09:00:00,EWR,3.0,10.0,27.0,10.0,1020.4,0.0,0.0,0.0,8.0,N
7904,2015-02-19 19:00:00,Manhattan,14.5,10.0,22.0,-6.0,1008.3,0.0,0.0,0.0516666666666667,9.625,N
2300,2015-01-15 14:00:00,Bronx,7.0,10.0,26.0,15.0,1020.8,0.0,0.0,0.0,0.0,N
4161,2015-01-27 08:00:00,Manhattan,9.66666666666667,0.7,21.6666666666667,17.0,1004.6,0.0266666666666667,0.0,0.0,2.75,N
5416,2015-02-04 07:00:00,Bronx,6.0,9.1,25.0,12.0,1026.5,0.0,0.0166666666666667,0.7909999999999999,8.0,N
13687,2015-03-27 20:00:00,Queens,9.0,10.0,45.0,31.0,1006.0,0.0,0.0,0.0,0.0,N
24540,2015-06-03 02:00:00,Brooklyn,6.0,7.0,53.0,51.0,1021.9,0.005,0.0,0.0,0.0,Y
16107,2015-04-12 02:00:00,Queens,6.0,10.0,47.0,25.0,1022.2,0.0,0.03,0.0,0.0,N
9420,2015-03-01 04:00:00,Manhattan,3.0,10.0,27.0,0.0,1041.0,0.0,0.0,0.0,11.0,N
5394,2015-02-04 03:00:00,EWR,9.0,9.1,25.0,10.0,1026.2,0.0,0.0783333333333333,0.732666666666667,7.91666666666667,N
1168,2015-01-08 10:00:00,Bronx,14.0,10.0,8.0,-9.0,1027.6,0.0,0.0,0.0,0.791666666666667,N
13752,2015-03-28 06:00:00,Brooklyn,8.0,10.0,39.0,24.0,1008.5,0.0,0.0,0.0,0.0,N
17320,2015-04-19 15:00:00,Bronx,10.0,10.0,59.0,29.0,1024.8,0.0,0.0,0.0,0.0,N
687,2015-01-05 09:00:00,EWR,13.0,10.0,43.0,24.0,1011.5,0.0,0.01,0.065,0.0,N
627,2015-01-04 23:00:00,Staten Island,5.0,10.0,55.0,50.0,1004.3,0.0,0.0,0.115,0.0,N
25107,2015-06-06 13:00:00,Staten Island,2.0,2.575,63.0,61.5,1011.9,0.0,0.155,0.08,0.0,N
12170,2015-03-18 08:00:00,Queens,9.0,10.0,32.0,12.0,1014.1,0.0,0.0,0.0,0.0,N
10210,2015-03-06 03:00:00,Manhattan,6.0,6.0,21.0,6.0,1027.0,0.0,0.0,0.225,13.0,N
11022,2015-03-11 04:00:00,Manhattan,2.0,1.8666666666666698,44.6666666666667,42.3333333333333,1015.5,0.0366666666666667,0.0,0.0,11.083333333333302,N
16687,2015-04-15 17:00:00,Staten Island,10.0,10.0,68.0,15.0,1022.2,0.0,0.0,0.0,0.0,N
27048,2015-06-18 10:00:00,Queens,0.0,10.0,65.0,54.0,1019.3,0.0,0.0,0.01,0.0,N
13577,2015-03-27 04:00:00,Manhattan,8.0,10.0,44.0,41.0,1003.9,0.025,0.0,0.0,0.0,N
6509,2015-02-11 03:00:00,Bronx,18.0,10.0,31.0,20.0,1017.6,0.0,0.09,0.0,8.0,N
2147,2015-01-14 14:00:00,Manhattan,6.0,10.0,20.5,9.5,1031.4,0.0,0.0,0.0,0.0,N
1417,2015-01-09 23:00:00,Staten Island,5.0,10.0,31.0,10.0,1018.5,0.0,0.053,0.0555,0.0,N
